Geography,avgAnnCount,avgDeathsPerYear,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds,BirthRate,TARGET_deathRate,City,State,Region,Division
"McLean County, Illinois",732.0,260,472.1,60460,169831.5,14.3,201.76685685,7,32.7,32.2,33.2,2.53,47.6,5.8,15.4,40.977034120734906,9.6,25.7,26.849999999999998,65.3,5.5,80.4,65.6,57.8,24.3,12.6,83.96028051,8.002241298,2.628021743,0.975080005,49.15220518,4.528860796,168.5,160,8,0,0
"Delta County, Texas",29.0,15,382.0,38304,5217.0,20.0,0.0,1,43.5,41.4,45.0,2.67,58.1,26.1,34.5,40.977034120734906,1.0,33.6,14.4,43.9,13.6,55.7,40.9,36.6,39.9,21.1,84.89373923,8.69232242,0.7466973,1.244495501,59.23236515,10.2772450535,184.1,64,38,2,8
"Buchanan County, Missouri",465.0,195,469.6,45431,89100.0,17.8,201.76685685,4,36.8,35.6,38.3,2.58,44.9,18.3,37.5,40.977034120734906,6.0,36.8,13.0,59.3,7.5,65.2,50.7,44.5,33.5,17.9,88.80986144,5.225488773,0.867565123,1.035048738,44.6376899,6.216255654,189.9,28,20,0,7
"Harrison County, Ohio",97.0,47,445.5,42582,15450.0,16.9,0.0,2,45.9,45.1,46.4,2.45,57.8,19.8,46.4,40.977034120734906,1.6,48.7,5.4,52.9,5.6,67.7,49.8,46.8,37.7,19.3,95.83573211,2.09812576,0.134331222,0.198298471,56.7692553,7.156549521,201.4,108,30,0,0
"Washington County, New York",418.0,159,534.1,47547,62230.0,14.6,0.0,4,42.9,41.7,44.4,2.45,49.1,21.2,38.0,34.0,6.8,41.6,11.7,55.5,9.5,68.5,50.0,45.2,39.3,19.7,94.01754386,3.231259968,0.473684211,0.622009569,50.60032182,4.671621417,198.4,266,27,1,2
"Wilkes County, North Carolina",404.0,173,441.2,33398,68502.0,23.4,87.58868354,9,43.7,42.6,45.0,2.48,55.6,17.1,30.7,40.977034120734906,5.2,32.2,9.1,47.5,11.7,58.3,42.3,35.5,41.2,23.0,91.2134134,4.471615467,0.317639892,2.30180141,54.17912625,3.78540305,183.5,270,28,2,6
"Polk County, Iowa",1113.5,354,481.1,61028,169831.5,13.1,201.76685685,7,35.0,34.1,35.9,2.5,51.1,12.6,29.1,40.977034120734906,14.2,25.3,25.1,68.3,5.8,74.6,48.45377358490566,55.6,29.9,16.5,85.38405594,6.242912313,2.628021743,1.506292429,48.58203096,6.46314994,188.7,202,10,0,7
"Sanpete County, Utah",97.0,39,383.8,44644,28778.0,17.1,0.0,3,30.5,30.8,29.9,0.0313,54.0,15.2,24.1,40.977034120734906,3.1,27.0,12.7,47.0,8.3,69.4,55.4,48.1,27.1,12.9,89.79512402,0.845688405,0.84922685,4.196506469,67.19123757,5.587610082,156.7,224,39,3,3
"Colonial Heights city, Virginia",117.0,43,493.6,52355,17820.0,11.5,0.0,6,40.0,37.7,43.5,2.44,47.4,14.1,44.2,27.1,14.6,35.2,13.7,54.9,8.3,74.6,53.4,43.0,32.2,12.5,79.65743648,13.05737939,2.628021743,1.741364545,42.69631298,3.664122137,159.3,51,41,2,6
"Lee County, Mississippi",459.0,225,517.1,43374,85300.0,19.4,201.76685685,3,36.5,35.2,37.6,2.6,48.8,19.5,28.9,40.977034120734906,6.3,27.5,14.1,57.7,7.8,61.8,49.4,44.7,36.2,21.8,68.92845383,27.96697869,0.677360177,0.839644386,47.92176039,4.984662577,249.7,135,19,2,1
"Fulton County, Ohio",183.0,94,359.6,54666,42537.0,10.5,201.76685685,7,39.8,37.9,40.8,2.59,59.8,15.7,36.2,40.977034120734906,8.9,40.8,11.5,62.7,6.7,78.8,48.45377358490566,57.1,28.9,14.3,94.22148994,0.567259033,0.329528069,3.318818407,60.4843182,6.632331301,181.2,91,30,0,0
"Nuckolls County, Nebraska",32.0,14,431.1,43249,4329.0,13.4,0.0,3,49.2,48.0,50.9,2.08,60.7,16.8,26.6,40.977034120734906,9.0,42.1,11.2,61.9,2.9,72.3,48.45377358490566,35.7,38.5,13.8,97.97312685,0.045547711,0.751537235,0.159416989,53.38491296,7.142857143,154.3,183,22,0,7
"Belmont County, Ohio",406.0,185,427.9,41983,69154.0,16.1,0.0,2,43.9,41.3,46.5,2.35,50.6,18.1,36.6,40.977034120734906,5.5,43.5,9.4,51.3,8.5,69.5,51.5,47.9,37.7,18.8,93.48907418,3.834100058,0.368027602,0.405405405,49.99105065,3.534951105,185.2,12,30,0,0
"Pulaski County, Georgia",51.0,20,341.5,36128,11396.0,23.9,0.0,0,41.3,39.9,41.6,0.0255,41.2,21.9,41.6,40.977034120734906,2.5,43.6,6.2,40.8,7.4,54.2,40.1,35.3,41.5,25.7,62.88179465,28.295456226500004,0.146678171,1.078515962,47.32708386,3.860242322,127.1,208,6,2,6
"Bonneville County, Idaho",409.0,134,420.4,51440,110089.0,15.5,36.33423866,6,32.4,32.1,32.8,2.9,56.8,16.7,40.7,37.0,5.6,27.5,19.1,60.8,5.6,70.0,55.8,44.7,28.7,15.0,90.22340149,0.455523806,0.837755594,4.196506469,58.56730088,7.807625299,137.4,21,7,3,3
"Taylor County, West Virginia",87.0,39,400.9,40305,16912.0,16.8,0.0,1,43.0,41.6,44.5,2.45,52.3,9.2,44.6,40.977034120734906,5.0,43.6,11.7,48.9,9.5,63.7,45.9,43.9,42.6,20.6,97.26100018,0.948341874,0.960122519,0.035341933,52.0647653,6.801152738,172.2,256,43,2,6
"Magoffin County, Kentucky",81.0,31,554.7,29421,12808.0,30.2,201.76685685,9,41.0,39.9,41.7,2.57,52.6,13.1,44.0,40.977034120734906,0.5,37.8,3.9,35.3,12.2,44.6,32.9,29.4,53.0,35.2,99.84590492,0.084752292,0.0,0.0,53.18254604,5.955168953,221.5,149,12,2,1
"Lincoln County, Kentucky",152.0,59,523.1,35368,24463.0,27.6,81.75612149,0,40.3,39.1,41.9,2.48,53.9,14.9,47.3,40.977034120734906,0.5,44.5,6.6,47.4,10.5,55.7,41.5,36.1,42.4,25.6,95.78741122,2.68185158,0.322475304,0.248999918,52.04708291,7.499096494,199.1,138,12,2,1
"Iron County, Missouri",74.0,30,529.5,33091,10125.0,22.1,0.0,9,43.1,41.6,44.4,2.46,50.8,16.4,46.4,40.977034120734906,0.5,40.4,7.0,46.6,11.4,52.1,39.3,35.3,43.6,24.9,95.04940903,2.606084092,0.0,0.261577214,50.22244192,3.896713615,216.3,117,20,0,7
"Lynn County, Texas",21.0,11,303.0,41589,5724.0,18.3,0.0,2,37.4,36.6,38.7,2.62,54.7,14.5,43.4,40.977034120734906,3.9,31.9,12.5,54.7,10.9,49.6,38.0,32.0,39.1,24.4,84.94101319,1.231783484,0.208188758,4.196506469,50.63985375,3.301127214,154.4,145,38,2,8
"Pulaski County, Illinois",44.0,17,524.5,33943,5678.0,23.0,0.0,9,43.5,41.3,45.7,2.5,46.0,18.8,48.6,40.977034120734906,0.6,35.5,8.4,41.8,16.2,54.6,48.45377358490566,33.5,51.6,29.5,65.20183955,28.295456226500004,0.221427355,0.323624595,42.41645244,6.129303107,192.1,208,8,0,0
"Hampshire County, Massachusetts",715.0,291,415.4,57737,161292.0,15.0,18.59980656,7,35.9,35.2,36.5,2.36,39.6,4.6,10.7,40.977034120734906,7.8,24.2,21.6,60.6,7.2,79.7,65.4,57.6,29.5,15.3,88.78880809,2.712756362,2.628021743,0.827947424,44.85169961,2.489937484,164.4,105,16,1,4
"Marion County, Tennessee",187.0,80,521.2,40766,28487.0,20.6,0.0,2,43.1,41.6,44.6,2.43,53.9,17.6,41.8,40.977034120734906,6.6,37.2,9.2,51.7,6.7,61.7,47.5,42.5,38.5,20.9,93.53847241,1.519112556,0.374478909,0.162509715,52.13882863,2.19816273,220.2,152,37,2,1
"Chicot County, Arkansas",63.0,38,403.9,29541,11027.0,32.099999999999994,201.76685685,9,43.4,40.6,46.0,2.36,44.9,16.7,38.3,40.977034120734906,2.3,44.6,8.0,54.15264248704664,11.5,40.4,48.45377358490566,22.7,56.4,35.2,42.82568484,28.295456226500004,0.27305558,2.017087994,41.81254155,9.349593496,229.0,44,1,2,8
"Forsyth County, Georgia",748.0,187,480.8,74146,169831.5,6.3,47.07255764,8,38.0,37.3,38.4,2.995,62.6,19.3,30.2,39.2,11.3,19.3,26.849999999999998,63.7,6.2,79.6,69.1,61.5,16.8,8.1,84.90389123,2.905684992,2.628021743,1.704580199,68.058862975,5.246691229,129.9,88,6,2,6
"Pender County, North Carolina",298.0,112,463.5,45453,57611.0,15.4,0.0,4,42.1,41.6,42.9,2.67,51.7,22.0,32.2,40.977034120734906,6.9,31.2,14.0,52.4,9.8,63.1,48.45377358490566,37.9,35.8,17.9,76.27705471,17.11924011,0.208461734,3.681615488,52.10630899,3.014449427,169.8,193,28,2,6
"Richland County, Wisconsin",105.0,45,420.9,44026,17495.0,13.5,0.0,3,44.1,42.7,45.5,2.29,59.0,11.3,37.5,40.977034120734906,3.8,41.0,10.7,58.8,4.8,68.9,50.9,44.1,38.6,18.9,96.44426913,0.726924377,0.383184943,0.946692212,54.56472771,7.105568445,168.7,217,44,0,0
"Clermont County, Ohio",1007.0,354,479.5,62158,169831.5,11.2,201.76685685,8,39.5,38.2,40.6,2.65,55.1,12.2,37.3,40.977034120734906,10.0,34.0,18.3,61.9,5.5,74.1,61.7,56.8,27.6,14.9,95.36909903,1.394512819,0.9910877,0.520258631,55.70496712,5.170612813,178.7,46,30,0,0
"Storey County, Nevada",1113.5,7,453.5494221,55291,3987.0,8.4,0.0,7,52.349999999999994,50.699999999999996,54.449999999999996,2.2,53.5,16.9,43.5,40.977034120734906,13.7,29.5,14.1,50.4,10.3,68.5,48.0,40.6,34.1,13.2,94.24790023,0.432680071,1.450750827,0.203614151,52.23542728,1.17820324,132.6,247,23,3,3
"Otter Tail County, Minnesota",1113.5,148,453.5494221,51510,57716.0,11.2,201.76685685,6,46.7,45.4,48.0,2.34,60.2,16.4,31.1,40.977034120734906,9.5,30.5,17.2,59.3,4.4,74.7,53.7,44.1,38.3,16.7,95.8964372,1.225852446,0.605101633,0.652049173,57.03768405,7.511606314,156.9,187,18,0,7
"Taylor County, Wisconsin",107.0,37,412.7,48683,20455.0,11.7,0.0,5,43.1,42.4,44.0,2.32,58.7,18.5,41.1,35.6,4.8,46.3,9.3,62.2,5.5,69.4,52.8,44.4,35.7,17.8,97.79765667,0.486168506,0.116680441,0.486168506,53.72316126,6.550868486,131.8,256,44,0,0
"Benton County, Arkansas",887.0,354,401.0,57408,169831.5,11.9,92.12086257,7,35.0,34.3,35.7,2.75,59.9,14.7,39.8,40.977034120734906,9.7,30.8,19.9,60.9,4.2,68.5,57.4,52.6,28.3,16.5,87.92894987,1.490776581,2.628021743,2.515554287,60.57429672,5.82126689,166.2,15,1,2,8
"Fleming County, Kentucky",89.0,33,528.5,35878,14637.0,19.3,0.0,0,40.4,39.3,41.1,2.57,56.2,19.6,39.9,40.977034120734906,5.8,38.9,7.1,52.0,9.7,52.7,39.8,35.9,40.6,23.3,96.4590209,1.382013201,0.041254125,0.605060506,54.38254081,7.140705032,191.3,87,12,2,1
"Alachua County, Florida",1031.0,354,447.8,44325,169831.5,21.6,115.4005939,3,30.8,29.9,31.8,2.46,37.7,5.5,13.7,40.977034120734906,14.7,21.5,21.5,54.6,7.9,71.3,48.45377358490566,47.3,25.2,13.2,69.8660205,19.89630947,2.628021743,0.946825166,38.96880138,3.204859373,182.4,1,5,2,6
"Tioga County, New York",324.0,106,503.6,52195,49453.0,11.4,0.0,6,43.6,41.7,44.8,2.5,55.2,13.9,37.7,40.977034120734906,9.5,35.9,14.5,59.1,6.9,74.2,57.2,53.3,33.9,16.5,96.81666965,0.751010976,0.549811749,0.233072372,54.53401771,6.184505988,160.5,257,27,1,2
"Trinity County, California",98.0,41,455.5,34961,13069.0,19.9,0.0,0,50.3,50.1,50.5,2.38,53.8,23.7,50.1,40.977034120734906,10.6,31.0,15.0,42.2,9.0,44.8,48.45377358490566,24.7,49.5,30.2,85.32116952,1.129140806,1.50302849,3.559410753,48.08533917,1.470588235,189.4,259,2,3,5
"Dougherty County, Georgia",486.0,187,501.8,32150,91332.0,31.7,201.76685685,9,34.2,32.6,35.7,2.52,33.6,23.8,26.1,40.977034120734906,3.8,29.3,11.1,47.0,16.549999999999997,48.9,35.8,30.6,41.3,26.8,28.88114886,28.295456226500004,0.714821563,0.905583539,32.24368918,6.218730618,194.2,73,6,2,6
"Price County, Wisconsin",100.0,41,451.2,42659,13645.0,13.0,0.0,2,50.5,50.0,51.1,2.03,60.4,8.1,56.2,40.977034120734906,2.2,41.6,12.2,56.9,4.6,67.5,48.45377358490566,40.7,44.8,21.8,96.77536232,0.347826087,0.543478261,0.079710145,51.85074627,6.227254347,170.1,207,44,0,0
"Sioux County, Iowa",160.0,57,427.3,60205,34937.0,7.5,28.62294988,7,33.3,32.6,34.1,2.73,60.4,8.9,21.3,40.977034120734906,9.1,31.9,17.9,72.2,1.8,80.2,48.45377358490566,51.1,24.6,11.2,92.53817845,0.434669217,0.736039874,4.196506469,66.62133447,5.625717566,140.7,235,10,0,7
"Powell County, Montana",43.0,16,462.0,40072,6840.0,20.2,0.0,1,45.4,43.6,49.3,2.25,43.3,22.1,46.1,40.977034120734906,4.0,37.0,12.1,43.3,2.2,63.2,45.4,38.9,38.2,18.8,92.30107527,0.47311828,1.103942652,0.229390681,49.78991597,6.109979633,161.0,204,21,3,3
"Menifee County, Kentucky",43.0,19,548.3,30828,6358.0,27.1,0.0,9,41.6,40.6,42.8,2.56,53.0,14.4,48.9,29.2,7.5,39.1,6.5,42.4,14.7,51.2,48.45377358490566,33.6,48.9,31.5,96.51584424,0.409900678,0.252246571,1.844553051,52.61639885,4.84804631,229.5,162,12,2,1
"Putnam County, Illinois",40.0,17,465.2,62024,5644.0,8.9,201.76685685,8,46.0,45.0,47.1,2.37,59.3,7.2,36.0,40.977034120734906,5.1,42.7,8.2,59.3,9.9,75.2,53.5,47.5,36.5,14.9,97.45791824,0.206114737,0.257643422,0.412229474,56.42070934,5.541346974,198.1,209,8,0,0
"Phelps County, Missouri",206.0,82,423.3,40710,44794.0,21.6,201.76685685,2,34.4,31.1,38.4,2.52,47.8,9.6,20.2,40.977034120734906,7.4,33.2,15.3,53.4,7.0,71.3,57.1,45.0,29.0,14.5,90.95027649,2.5050523,2.628021743,0.115481134,48.57245681,7.510402923,163.8,198,20,0,7
"Lewis County, Missouri",58.0,28,463.2,41891,10207.0,14.3,0.0,2,39.3,37.8,41.1,2.45,52.1,9.5,23.6,40.977034120734906,5.2,47.7,8.6,60.8,5.6,70.4,57.9,50.7,30.1,15.3,93.84585136,2.998427055,0.245772709,0.344081793,53.51014041,5.366726297,212.0,137,20,0,7
"Glenn County, California",135.0,51,443.4,43755,28017.0,17.1,0.0,3,37.2,35.6,38.5,2.92,51.4,23.6,27.2,40.977034120734906,5.5,29.6,10.7,49.2,12.6,52.7,40.1,34.1,41.2,26.3,85.25812551,0.966855757,2.479574726,4.196506469,50.81604717,6.12741125,165.2,97,2,3,5
"Grayson County, Virginia",84.0,50,355.3,31893,16012.0,19.9,0.0,9,47.6,47.0,48.6,2.24,55.2,16.0,37.2,40.977034120734906,5.0,41.1,7.1,47.6,9.0,56.6,39.1,32.4,46.3,26.7,95.04270211,2.741925127,0.122006036,0.224747961,49.24208977,6.072477963,196.0,102,41,2,6
"Comanche County, Texas",86.0,42,432.1,38280,13430.0,19.7,0.0,1,43.6,44.3,43.3,2.62,55.8,24.3,41.6,30.9,3.2,37.0,11.5,49.7,4.5,52.0,33.2,26.5,36.1,17.9,95.97739118,0.418410042,0.330323717,1.614915951,54.30748193,9.379671151,197.7,54,38,2,8
"Douglas County, Washington",194.0,70,449.9,51151,40534.0,15.5,24.67064686,6,37.0,36.1,38.3,2.76,58.1,18.9,38.9,40.4,1.8,27.7,12.8,59.7,6.5,55.3,41.1,37.2,40.7,26.0,73.33771055,0.3409177,0.742442991,4.196506469,59.49197861,4.643274854,157.4,74,42,3,5
"Hopkins County, Texas",173.0,80,409.9,44076,36223.0,20.3,0.0,3,39.2,38.0,40.0,2.65,57.4,13.0,41.1,40.977034120734906,2.8,37.3,10.5,55.3,7.1,55.2,48.45377358490566,34.5,35.0,19.9,84.95441156,6.834058073,0.709776967,4.196506469,56.56596097,7.914410931,181.2,113,38,2,8
"Douglas County, Illinois",114.0,44,475.1,52526,19823.0,10.0,0.0,6,38.3,37.6,39.4,2.58,57.7,29.6,29.7,40.977034120734906,7.1,36.2,13.5,61.5,6.1,64.6,48.45377358490566,43.3,31.4,15.8,96.44406335,0.48421265,0.640572985,1.144961162,55.88080861,6.28798504,177.5,74,8,0,0
"Bayfield County, Wisconsin",88.0,42,369.9,44395,14977.0,13.6,0.0,3,50.8,50.5,51.1,2.16,58.5,14.2,28.8,40.977034120734906,4.5,30.2,18.9,54.1,7.2,65.9,48.45377358490566,37.2,44.1,21.0,86.37873754,0.664451827,0.445182724,0.252491694,52.79664691,5.547054323,171.7,10,44,0,0
"Chattooga County, Georgia",144.0,62,471.1,34830,24922.0,21.1,0.0,0,40.3,38.2,42.4,0.0249,46.9,34.7,34.3,40.977034120734906,4.4,39.7,5.7,44.2,10.0,49.3,37.2,34.6,43.6,26.5,86.31195278,10.72857652,0.511073254,0.895368646,46.77488253,4.430147059,203.9,41,6,2,6
"Upton County, Texas",12.0,6,313.0,55918,3651.0,14.3,0.0,7,31.9,33.5,30.7,2.75,60.6,20.8,44.5,40.977034120734906,2.8,39.4,6.7,54.3,4.3,57.0,45.7,44.0,27.4,15.8,57.88546256,4.552129222,0.0,4.196506469,58.66885785,10.2772450535,166.7,262,38,2,8
"Caledonia County, Vermont",188.0,76,476.2,45029,30780.0,13.9,201.76685685,3,43.1,42.2,44.4,2.43,49.5,12.1,43.2,40.977034120734906,7.9,36.1,16.0,58.0,7.2,60.0,48.45377358490566,40.6,46.3,29.0,96.50135431,0.615890623,0.744872952,0.067715723,48.8646537,3.307540586,184.3,33,40,1,4
"Bledsoe County, Tennessee",74.0,28,459.1,34948,14502.0,28.5,0.0,0,42.9,42.6,43.3,2.75,50.7,25.4,46.9,40.977034120734906,0.5,42.8,6.1,41.7,9.6,54.2,36.1,30.8,46.1,25.7,92.46675435,4.186760193,0.175361683,0.116907789,58.16056462,9.152139461,171.4,20,37,2,1
"McDowell County, North Carolina",279.0,107,483.7,37881,44989.0,17.6,0.0,1,43.1,40.9,45.0,2.52,50.0,16.7,28.2,40.977034120734906,4.9,36.9,9.4,47.5,11.1,57.9,48.45377358490566,36.7,42.3,23.0,90.53846667,3.863348235,0.780676586,2.680100532,50.04906771,5.517241379,181.8,157,28,2,6
"Shelby County, Indiana",250.0,96,484.7,54831,44478.0,11.8,0.0,7,41.0,39.9,42.0,2.54,51.6,20.7,34.3,40.977034120734906,3.9,44.1,9.2,60.7,8.3,69.2,54.8,50.1,30.2,15.8,94.38806508,1.264598006,0.735807025,2.37393398,50.57290758,6.002219308,184.1,233,9,0,0
"Addison County, Vermont",192.0,76,436.9,59089,37035.0,9.5,0.0,7,42.8,42.3,43.7,2.38,50.3,6.0,30.5,40.977034120734906,9.2,32.0,20.5,63.2,5.8,68.2,52.9,46.0,39.5,22.8,94.8840105,0.960939826,1.883983434,0.297756002,53.44587054,4.669664476,173.3,0,40,1,4
"Colorado County, Texas",117.0,54,393.8,46484,20870.0,16.0,0.0,4,43.6,42.6,45.1,2.67,54.6,23.1,35.6,40.977034120734906,11.9,38.8,14.0,54.15264248704664,4.2,64.0,48.45377358490566,42.6,31.7,16.5,80.06937419,13.63877246,0.183070771,4.196506469,56.86300118,6.179775281,177.4,52,38,2,8
"Trumbull County, Ohio",1113.5,354,478.5,43160,169831.5,17.2,0.0,3,43.6,41.9,45.3,2.33,48.8,19.5,42.3,32.3,6.0,45.2,12.1,52.5,7.4,63.8,48.6,44.4,38.5,22.3,88.7742098,8.347991259,0.539314736,0.163781115,45.65002073,4.660949114,187.0,260,30,0,0
"Anoka County, Minnesota",1113.5,354,453.5494221,70868,169831.5,7.6,201.76685685,8,37.9,37.2,38.7,2.7,54.4,15.9,32.3,40.977034120734906,9.6,28.4,20.0,68.4,6.2,79.3,48.45377358490566,60.6,25.7,12.9,85.6646515,4.901347251,2.628021743,1.694099727,56.43371868,6.191392604,167.9,4,18,0,7
"Macon County, Missouri",94.0,34,433.8,35345,15335.0,17.0,0.0,0,42.9,41.8,44.5,2.43,53.0,20.5,45.4,40.977034120734906,5.0,43.8,10.3,53.7,8.7,65.5,48.45377358490566,39.2,38.6,17.7,94.80595084,2.749029754,0.388098318,0.278137128,50.84094185,5.775470474,141.8,147,20,0,7
